state,action,reward,state_next
1,2,-10,6
6,4,-10,6
6,0,0,1
1,3,0,0
0,1,0,1
1,0,-1,1
1,4,0,1
1,0,-1,1
1,0,-1,1
1,1,0,2
2,4,0,2
2,1,0,3
3,2,0,8
8,4,0,8
8,3,-10,7
7,4,-10,7
7,0,0,2
2,3,0,1
1,1,0,2
2,4,0,2
2,2,-10,7
7,0,0,2
2,0,-1,2
2,2,-10,7
7,1,0,8
8,4,0,8
8,0,0,3
3,0,-1,3
3,2,0,8
8,3,-10,7
7,3,-10,6
6,3,0,5
5,4,0,5
5,0,0,0
0,0,-1,0
0,3,-1,0
0,0,-1,0
0,4,0,0
0,2,0,5
5,1,-10,6
6,1,-10,7
7,3,-10,6
6,0,0,1
1,0,-1,1
1,2,-10,6
6,0,0,1
1,2,-10,6
6,2,0,11
11,1,-10,12
12,1,0,13
13,2,-10,18
18,2,0,23
23,2,-1,23
23,2,-1,23
23,0,-10,18
18,4,-10,18
18,1,0,19
19,3,-10,18
18,0,0,13
13,3,-10,12
12,2,1,17
3,1,0,4
4,2,0,9
9,0,0,4
4,3,0,3
3,4,0,3
3,4,0,3
3,3,0,2
2,4,0,2
2,4,0,2
2,2,-10,7
7,4,-10,7
7,1,0,8
8,2,0,13
13,2,-10,18
18,3,1,17
0,2,0,5
5,2,0,10
10,2,0,15
15,3,-1,15
15,0,0,10
10,1,0,11
11,2,-10,16
16,3,0,15
15,1,-10,16
16,1,1,17
15,2,0,20
20,0,0,15
15,4,0,15
15,2,0,20
20,3,-1,20
20,4,0,20
20,2,-1,20
20,1,-10,21
21,2,-1,21
21,4,-10,21
21,3,0,20
20,4,0,20
20,0,0,15
15,1,-10,16
16,4,-10,16
16,3,0,15
15,0,0,10
10,1,0,11
11,1,-10,12
12,0,-10,7
7,4,-10,7
7,1,0,8
8,4,0,8
8,1,0,9
9,4,0,9
9,4,0,9
9,1,-1,9
9,4,0,9
9,1,-1,9
9,3,0,8
8,1,0,9
9,0,0,4
4,3,0,3
3,0,-1,3
3,1,0,4
4,2,0,9
9,0,0,4
4,1,-1,4
4,2,0,9
9,3,0,8
8,2,0,13
13,3,-10,12
12,2,1,17
19,1,-1,19
19,4,0,19
19,3,-10,18
18,0,0,13
13,2,-10,18
18,2,0,23
23,4,0,23
23,4,0,23
23,1,0,24
24,2,-1,24
24,4,0,24
24,4,0,24
24,2,-1,24
24,2,-1,24
24,0,0,19
19,2,0,24
24,2,-1,24
24,0,0,19
19,0,0,14
14,0,0,9
9,2,0,14
14,0,0,9
9,4,0,9
9,4,0,9
9,4,0,9
9,2,0,14
14,0,0,9
9,4,0,9
9,4,0,9
9,2,0,14
14,3,0,13
13,0,0,8
8,4,0,8
8,4,0,8
8,2,0,13
13,3,-10,12
12,2,1,17
5,4,0,5
5,1,-10,6
6,3,0,5
5,4,0,5
5,3,-1,5
5,4,0,5
5,2,0,10
10,2,0,15
15,2,0,20
20,0,0,15
15,3,-1,15
15,4,0,15
15,1,-10,16
16,3,0,15
15,3,-1,15
15,4,0,15
15,4,0,15
15,2,0,20
20,0,0,15
15,1,-10,16
16,1,1,17
19,1,-1,19
19,2,0,24
24,1,-1,24
24,1,-1,24
24,4,0,24
24,4,0,24
24,4,0,24
24,1,-1,24
24,0,0,19
19,1,-1,19
19,3,-10,18
18,4,-10,18
18,2,0,23
23,1,0,24
24,0,0,19
19,3,-10,18
18,2,0,23
23,0,-10,18
18,1,0,19
19,2,0,24
24,4,0,24
24,1,-1,24
24,0,0,19
19,4,0,19
19,0,0,14
14,3,0,13
13,0,0,8
8,4,0,8
8,0,0,3
3,3,0,2
2,0,-1,2
2,4,0,2
2,4,0,2
2,2,-10,7
7,4,-10,7
7,1,0,8
8,4,0,8
8,2,0,13
13,2,-10,18
18,0,0,13
13,4,0,13
13,4,0,13
13,3,-10,12
12,2,1,17
14,0,0,9
9,4,0,9
9,3,0,8
8,0,0,3
3,4,0,3
3,4,0,3
3,1,0,4
4,1,-1,4
4,3,0,3
3,2,0,8
8,0,0,3
3,3,0,2
2,0,-1,2
2,3,0,1
1,2,-10,6
6,4,-10,6
6,2,0,11
11,4,0,11
11,2,-10,16
16,1,1,17
4,1,-1,4
4,4,0,4
4,4,0,4
4,0,-1,4
4,0,-1,4
4,3,0,3
3,0,-1,3
3,0,-1,3
3,3,0,2
2,1,0,3
3,4,0,3
3,3,0,2
2,4,0,2
2,4,0,2
2,0,-1,2
2,0,-1,2
2,3,0,1
1,3,0,0
0,3,-1,0
0,4,0,0
0,0,-1,0
0,4,0,0
0,0,-1,0
0,3,-1,0
0,1,0,1
1,0,-1,1
1,0,-1,1
1,1,0,2
2,1,0,3
3,0,-1,3
3,3,0,2
2,4,0,2
2,1,0,3
3,2,0,8
8,3,-10,7
7,0,0,2
2,0,-1,2
2,0,-1,2
2,3,0,1
1,1,0,2
2,1,0,3
3,3,0,2
2,1,0,3
3,0,-1,3
3,2,0,8
8,2,0,13
13,2,-10,18
18,2,0,23
23,1,0,24
24,3,0,23
23,1,0,24
24,1,-1,24
24,2,-1,24
24,3,0,23
23,2,-1,23
23,0,-10,18
18,0,0,13
13,1,0,14
14,3,0,13
13,2,-10,18
18,1,0,19
19,4,0,19
19,1,-1,19
19,3,-10,18
18,0,0,13
13,1,0,14
14,3,0,13
13,2,-10,18
18,3,1,17
8,2,0,13
13,1,0,14
14,4,0,14
14,1,-1,14
14,1,-1,14
14,0,0,9
9,2,0,14
14,2,0,19
19,2,0,24
24,0,0,19
19,4,0,19
19,1,-1,19
19,0,0,14
14,2,0,19
19,4,0,19
19,1,-1,19
19,2,0,24
24,2,-1,24
24,2,-1,24
24,3,0,23
23,4,0,23
23,0,-10,18
18,4,-10,18
18,2,0,23
23,4,0,23
23,1,0,24
24,3,0,23
23,2,-1,23
23,1,0,24
24,0,0,19
19,2,0,24
24,3,0,23
23,1,0,24
24,1,-1,24
24,0,0,19
19,0,0,14
14,2,0,19
19,3,-10,18
18,4,-10,18
18,2,0,23
23,1,0,24
24,2,-1,24
24,2,-1,24
24,0,0,19
19,3,-10,18
18,2,0,23
23,1,0,24
24,2,-1,24
24,4,0,24
24,0,0,19
19,3,-10,18
18,3,1,17
24,4,0,24
24,0,0,19
19,4,0,19
19,4,0,19
19,1,-1,19
19,1,-1,19
19,4,0,19
19,1,-1,19
19,3,-10,18
18,3,1,17
13,3,-10,12
12,2,1,17
24,3,0,23
23,1,0,24
24,3,0,23
23,2,-1,23
23,0,-10,18
18,1,0,19
19,0,0,14
14,0,0,9
9,2,0,14
14,0,0,9
9,1,-1,9
9,1,-1,9
9,1,-1,9
9,1,-1,9
9,2,0,14
14,1,-1,14
14,4,0,14
14,3,0,13
13,3,-10,12
12,3,0,11
11,1,-10,12
12,4,-10,12
12,1,0,13
13,0,0,8
8,2,0,13
13,0,0,8
8,0,0,3
3,3,0,2
2,0,-1,2
2,1,0,3
3,1,0,4
4,4,0,4
4,2,0,9
9,2,0,14
14,0,0,9
9,4,0,9
9,4,0,9
9,3,0,8
8,3,-10,7
7,3,-10,6
6,0,0,1
1,2,-10,6
6,2,0,11
11,4,0,11
11,4,0,11
11,2,-10,16
16,4,-10,16
16,1,1,17
4,3,0,3
3,3,0,2
2,1,0,3
3,3,0,2
2,2,-10,7
7,2,-10,12
12,1,0,13
13,4,0,13
13,0,0,8
8,2,0,13
13,0,0,8
8,3,-10,7
7,4,-10,7
7,2,-10,12
12,4,-10,12
12,1,0,13
13,1,0,14
14,2,0,19
19,2,0,24
24,4,0,24
24,1,-1,24
24,4,0,24
24,0,0,19
19,3,-10,18
18,1,0,19
19,4,0,19
19,0,0,14
14,0,0,9
9,4,0,9
9,3,0,8
8,1,0,9
9,1,-1,9
9,0,0,4
4,0,-1,4
4,4,0,4
4,2,0,9
9,2,0,14
14,3,0,13
13,4,0,13
13,4,0,13
13,1,0,14
14,3,0,13
13,0,0,8
8,1,0,9
9,1,-1,9
9,3,0,8
8,3,-10,7
7,0,0,2
2,4,0,2
2,0,-1,2
2,4,0,2
2,4,0,2
2,2,-10,7
7,4,-10,7
7,2,-10,12
12,1,0,13
13,2,-10,18
18,1,0,19
19,1,-1,19
19,2,0,24
24,3,0,23
23,4,0,23
23,4,0,23
23,4,0,23
23,4,0,23
23,1,0,24
24,2,-1,24
24,3,0,23
23,4,0,23
23,4,0,23
23,0,-10,18
18,0,0,13
13,3,-10,12
12,4,-10,12
12,1,0,13
13,0,0,8
8,4,0,8
8,3,-10,7
7,1,0,8
8,0,0,3
3,2,0,8
8,2,0,13
13,4,0,13
13,4,0,13
13,4,0,13
13,1,0,14
14,2,0,19
19,4,0,19
19,3,-10,18
18,2,0,23
23,0,-10,18
18,0,0,13
13,2,-10,18
18,3,1,17
15,2,0,20
20,2,-1,20
20,3,-1,20
20,4,0,20
20,2,-1,20
20,3,-1,20
20,1,-10,21
21,2,-1,21
21,2,-1,21
21,3,0,20
20,3,-1,20
20,2,-1,20
20,3,-1,20
20,0,0,15
15,1,-10,16
16,2,-10,21
21,0,-10,16
16,4,-10,16
16,1,1,17
24,4,0,24
24,3,0,23
23,0,-10,18
18,2,0,23
23,2,-1,23
23,1,0,24
24,2,-1,24
24,2,-1,24
24,3,0,23
23,3,0,22
22,3,-10,21
21,4,-10,21
21,3,0,20
20,3,-1,20
20,0,0,15
15,1,-10,16
16,1,1,17
0,1,0,1
1,1,0,2
2,4,0,2
2,0,-1,2
2,3,0,1
1,2,-10,6
6,2,0,11
11,4,0,11
11,1,-10,12
12,0,-10,7
7,2,-10,12
12,4,-10,12
12,0,-10,7
7,0,0,2
2,3,0,1
1,3,0,0
0,2,0,5
5,0,0,0
0,2,0,5
5,1,-10,6
6,4,-10,6
6,3,0,5
5,0,0,0
0,0,-1,0
0,2,0,5
5,1,-10,6
6,0,0,1
1,2,-10,6
6,1,-10,7
7,1,0,8
8,3,-10,7
7,1,0,8
8,4,0,8
8,0,0,3
3,1,0,4
4,0,-1,4
4,1,-1,4
4,2,0,9
9,1,-1,9
9,2,0,14
14,0,0,9
9,2,0,14
14,1,-1,14
14,1,-1,14
14,0,0,9
9,2,0,14
14,4,0,14
14,3,0,13
13,1,0,14
14,0,0,9
9,4,0,9
9,3,0,8
8,4,0,8
8,2,0,13
13,1,0,14
14,1,-1,14
14,2,0,19
19,1,-1,19
19,3,-10,18
18,3,1,17
24,2,-1,24
24,1,-1,24
24,0,0,19
19,3,-10,18
18,1,0,19
19,2,0,24
24,0,0,19
19,2,0,24
24,2,-1,24
24,4,0,24
24,1,-1,24
24,4,0,24
24,0,0,19
19,0,0,14
14,4,0,14
14,1,-1,14
14,1,-1,14
14,3,0,13
13,0,0,8
8,0,0,3
3,2,0,8
8,4,0,8
8,2,0,13
13,2,-10,18
18,3,1,17
11,3,0,10
10,2,0,15
15,1,-10,16
16,1,1,17
4,0,-1,4
4,2,0,9
9,2,0,14
14,0,0,9
9,3,0,8
8,1,0,9
9,2,0,14
14,1,-1,14
14,1,-1,14
14,0,0,9
9,1,-1,9
9,1,-1,9
9,1,-1,9
9,1,-1,9
9,1,-1,9
9,0,0,4
4,2,0,9
9,2,0,14
14,4,0,14
14,3,0,13
13,1,0,14
14,4,0,14
14,0,0,9
9,2,0,14
14,1,-1,14
14,0,0,9
9,3,0,8
8,4,0,8
8,0,0,3
3,0,-1,3
3,4,0,3
3,0,-1,3
3,2,0,8
8,2,0,13
13,0,0,8
8,4,0,8
8,3,-10,7
7,2,-10,12
12,1,0,13
13,2,-10,18
18,3,1,17
14,1,-1,14
14,0,0,9
9,0,0,4
4,1,-1,4
4,4,0,4
4,1,-1,4
4,1,-1,4
4,0,-1,4
4,4,0,4
4,0,-1,4
4,4,0,4
4,2,0,9
9,2,0,14
14,0,0,9
9,0,0,4
4,0,-1,4
4,1,-1,4
4,4,0,4
4,0,-1,4
4,4,0,4
4,0,-1,4
4,4,0,4
4,0,-1,4
4,1,-1,4
4,0,-1,4
4,0,-1,4
4,4,0,4
4,1,-1,4
4,4,0,4
4,4,0,4
4,3,0,3
3,3,0,2
2,0,-1,2
2,1,0,3
3,3,0,2
2,0,-1,2
2,4,0,2
2,2,-10,7
7,4,-10,7
7,3,-10,6
6,2,0,11
11,3,0,10
10,4,0,10
10,1,0,11
11,3,0,10
10,0,0,5
5,1,-10,6
6,4,-10,6
6,3,0,5
5,4,0,5
5,2,0,10
10,3,-1,10
10,1,0,11
11,0,-10,6
6,0,0,1
1,1,0,2
2,3,0,1
1,1,0,2
2,2,-10,7
7,4,-10,7
7,4,-10,7
7,0,0,2
2,4,0,2
2,2,-10,7
7,4,-10,7
7,4,-10,7
7,3,-10,6
6,1,-10,7
7,0,0,2
2,2,-10,7
7,1,0,8
8,2,0,13
13,2,-10,18
18,2,0,23
23,1,0,24
24,2,-1,24
24,4,0,24
24,0,0,19
19,1,-1,19
19,0,0,14
14,2,0,19
19,0,0,14
14,3,0,13
13,0,0,8
8,2,0,13
13,3,-10,12
12,4,-10,12
12,4,-10,12
12,1,0,13
13,4,0,13
13,2,-10,18
18,1,0,19
19,4,0,19
19,0,0,14
14,0,0,9
9,4,0,9
9,2,0,14
14,3,0,13
13,2,-10,18
18,3,1,17
24,2,-1,24
24,3,0,23
23,3,0,22
22,2,-1,22
22,0,1,17
3,3,0,2
2,3,0,1
1,0,-1,1
1,3,0,0
0,2,0,5
5,4,0,5
5,4,0,5
5,1,-10,6
6,1,-10,7
7,4,-10,7
7,2,-10,12
12,1,0,13
13,2,-10,18
18,0,0,13
13,2,-10,18
18,1,0,19
19,4,0,19
19,1,-1,19
19,1,-1,19
19,3,-10,18
18,4,-10,18
18,4,-10,18
18,2,0,23
23,3,0,22
22,1,0,23
23,4,0,23
23,0,-10,18
18,1,0,19
19,3,-10,18
18,1,0,19
19,2,0,24
24,3,0,23
23,4,0,23
23,0,-10,18
18,1,0,19
19,1,-1,19
19,1,-1,19
19,2,0,24
24,1,-1,24
24,2,-1,24
24,2,-1,24
24,3,0,23
23,3,0,22
22,3,-10,21
21,1,0,22
22,4,0,22
22,3,-10,21
21,2,-1,21
21,1,0,22
22,3,-10,21
21,0,-10,16
16,1,1,17
0,3,-1,0
0,3,-1,0
0,1,0,1
1,4,0,1
1,2,-10,6
6,4,-10,6
6,4,-10,6
6,0,0,1
1,2,-10,6
6,4,-10,6
6,1,-10,7
7,2,-10,12
12,4,-10,12
12,3,0,11
11,0,-10,6
6,2,0,11
11,0,-10,6
6,2,0,11
11,4,0,11
11,2,-10,16
16,0,0,11
11,2,-10,16
16,2,-10,21
21,2,-1,21
21,4,-10,21
21,1,0,22
22,3,-10,21
21,3,0,20
20,3,-1,20
20,4,0,20
20,1,-10,21
21,3,0,20
20,1,-10,21
21,4,-10,21
21,4,-10,21
21,3,0,20
20,4,0,20
20,2,-1,20
20,3,-1,20
20,2,-1,20
20,2,-1,20
20,4,0,20
20,1,-10,21
21,1,0,22
22,3,-10,21
21,1,0,22
22,0,1,17
23,1,0,24
24,2,-1,24
24,2,-1,24
24,1,-1,24
24,4,0,24
24,4,0,24
24,4,0,24
24,4,0,24
24,4,0,24
24,3,0,23
23,1,0,24
24,2,-1,24
24,4,0,24
24,0,0,19
19,3,-10,18
18,1,0,19
19,4,0,19
19,4,0,19
19,2,0,24
24,0,0,19
19,0,0,14
14,0,0,9
9,0,0,4
4,0,-1,4
4,4,0,4
4,3,0,3
3,0,-1,3
3,0,-1,3
3,3,0,2
2,0,-1,2
2,4,0,2
2,3,0,1
1,0,-1,1
1,1,0,2
2,4,0,2
2,3,0,1
1,2,-10,6
6,0,0,1
1,4,0,1
1,4,0,1
1,0,-1,1
1,4,0,1
1,2,-10,6
6,0,0,1
1,1,0,2
2,2,-10,7
7,4,-10,7
7,1,0,8
8,2,0,13
13,0,0,8
8,3,-10,7
7,0,0,2
2,0,-1,2
2,4,0,2
2,2,-10,7
7,1,0,8
8,4,0,8
8,4,0,8
8,2,0,13
13,2,-10,18
18,0,0,13
13,0,0,8
8,2,0,13
13,2,-10,18
18,1,0,19
19,3,-10,18
18,2,0,23
23,0,-10,18
18,3,1,17
15,0,0,10
10,0,0,5
5,3,-1,5
5,4,0,5
5,4,0,5
5,2,0,10
10,3,-1,10
10,2,0,15
15,4,0,15
15,3,-1,15
15,4,0,15
15,3,-1,15
15,2,0,20
20,1,-10,21
21,3,0,20
20,0,0,15
15,2,0,20
20,0,0,15
15,0,0,10
10,4,0,10
10,2,0,15
15,0,0,10
10,2,0,15
15,0,0,10
10,2,0,15
15,3,-1,15
15,1,-10,16
16,3,0,15
15,3,-1,15
15,2,0,20
20,3,-1,20
20,4,0,20
20,4,0,20
20,3,-1,20
20,4,0,20
20,4,0,20
20,0,0,15
15,3,-1,15
15,3,-1,15
15,1,-10,16
16,1,1,17
0,2,0,5
5,2,0,10
10,1,0,11
11,2,-10,16
16,3,0,15
15,1,-10,16
16,0,0,11
11,2,-10,16
16,0,0,11
11,1,-10,12
12,1,0,13
13,2,-10,18
18,1,0,19
19,1,-1,19
19,2,0,24
24,1,-1,24
24,4,0,24
24,0,0,19
19,2,0,24
24,3,0,23
23,1,0,24
24,0,0,19
19,3,-10,18
18,1,0,19
19,2,0,24
24,2,-1,24
24,4,0,24
24,1,-1,24
24,3,0,23
23,3,0,22
22,1,0,23
23,2,-1,23
23,1,0,24
24,2,-1,24
24,2,-1,24
24,1,-1,24
24,0,0,19
19,1,-1,19
19,4,0,19
19,4,0,19
19,2,0,24
24,0,0,19
19,1,-1,19
19,4,0,19
19,2,0,24
24,4,0,24
24,3,0,23
23,3,0,22
22,2,-1,22
22,2,-1,22
22,4,0,22
22,3,-10,21
21,2,-1,21
21,1,0,22
22,4,0,22
22,0,1,17
23,0,-10,18
18,3,1,17
24,0,0,19
19,4,0,19
19,4,0,19
19,2,0,24
24,0,0,19
19,2,0,24
24,0,0,19
19,0,0,14
14,3,0,13
13,4,0,13
13,1,0,14
14,1,-1,14
14,1,-1,14
14,1,-1,14
14,1,-1,14
14,0,0,9
9,0,0,4
4,3,0,3
3,1,0,4
4,4,0,4
4,1,-1,4
4,2,0,9
9,4,0,9
9,2,0,14
14,1,-1,14
14,3,0,13
13,2,-10,18
18,2,0,23
23,2,-1,23
23,1,0,24
24,1,-1,24
24,3,0,23
23,2,-1,23
23,3,0,22
22,0,1,17
8,0,0,3
3,1,0,4
4,4,0,4
4,4,0,4
4,0,-1,4
4,2,0,9
9,3,0,8
8,4,0,8
8,1,0,9
9,0,0,4
4,1,-1,4
4,0,-1,4
4,1,-1,4
4,0,-1,4
4,1,-1,4
4,2,0,9
9,4,0,9
9,3,0,8
8,0,0,3
3,1,0,4
4,2,0,9
9,3,0,8
8,0,0,3
3,1,0,4
4,1,-1,4
4,2,0,9
9,3,0,8
8,0,0,3
3,2,0,8
8,2,0,13
13,1,0,14
14,1,-1,14
14,2,0,19
19,2,0,24
24,4,0,24
24,1,-1,24
24,4,0,24
24,4,0,24
24,2,-1,24
24,2,-1,24
24,0,0,19
19,4,0,19
19,3,-10,18
18,3,1,17
13,2,-10,18
18,2,0,23
23,3,0,22
22,4,0,22
22,1,0,23
23,4,0,23
23,4,0,23
23,4,0,23
23,0,-10,18
18,2,0,23
23,4,0,23
23,3,0,22
22,4,0,22
22,4,0,22
22,0,1,17
8,4,0,8
8,0,0,3
3,3,0,2
2,3,0,1
1,1,0,2
2,2,-10,7
7,0,0,2
2,3,0,1
1,4,0,1
1,3,0,0
0,2,0,5
5,2,0,10
10,4,0,10
10,4,0,10
10,1,0,11
11,3,0,10
10,2,0,15
15,4,0,15
15,2,0,20
20,3,-1,20
20,1,-10,21
21,0,-10,16
16,4,-10,16
16,1,1,17
2,2,-10,7
7,1,0,8
8,0,0,3
3,1,0,4
4,4,0,4
4,3,0,3
3,3,0,2
2,4,0,2
2,4,0,2
2,2,-10,7
7,1,0,8
8,2,0,13
13,2,-10,18
18,0,0,13
13,4,0,13
13,3,-10,12
12,1,0,13
13,3,-10,12
12,1,0,13
13,1,0,14
14,3,0,13
13,2,-10,18
18,3,1,17
2,2,-10,7
7,4,-10,7
7,3,-10,6
6,4,-10,6
6,4,-10,6
6,0,0,1
1,3,0,0
0,2,0,5
5,3,-1,5
5,4,0,5
5,2,0,10
10,3,-1,10
10,3,-1,10
10,2,0,15
15,0,0,10
10,1,0,11
11,4,0,11
11,0,-10,6
6,4,-10,6
6,4,-10,6
6,2,0,11
11,4,0,11
11,1,-10,12
12,4,-10,12
12,1,0,13
13,1,0,14
14,1,-1,14
14,3,0,13
13,4,0,13
13,1,0,14
14,3,0,13
13,2,-10,18
18,2,0,23
23,2,-1,23
23,1,0,24
24,4,0,24
24,1,-1,24
24,2,-1,24
24,3,0,23
23,2,-1,23
23,0,-10,18
18,3,1,17
0,2,0,5
5,3,-1,5
5,1,-10,6
6,3,0,5
5,1,-10,6
6,2,0,11
11,1,-10,12
12,4,-10,12
12,3,0,11
11,3,0,10
10,3,-1,10
10,0,0,5
5,0,0,0
0,1,0,1
1,3,0,0
0,1,0,1
1,2,-10,6
6,0,0,1
1,0,-1,1
1,3,0,0
0,3,-1,0
0,1,0,1
1,2,-10,6
6,3,0,5
5,3,-1,5
5,1,-10,6
6,1,-10,7
7,2,-10,12
12,0,-10,7
7,0,0,2
2,4,0,2
2,4,0,2
2,2,-10,7
7,2,-10,12
12,1,0,13
13,4,0,13
13,2,-10,18
18,3,1,17
9,3,0,8
8,1,0,9
9,1,-1,9
9,0,0,4
4,1,-1,4
4,2,0,9
9,1,-1,9
9,3,0,8
8,4,0,8
8,2,0,13
13,3,-10,12
12,3,0,11
11,2,-10,16
16,2,-10,21
21,3,0,20
20,1,-10,21
21,4,-10,21
21,4,-10,21
21,3,0,20
20,4,0,20
20,0,0,15
15,4,0,15
15,0,0,10
10,0,0,5
5,0,0,0
0,3,-1,0
0,0,-1,0
0,4,0,0
0,2,0,5
5,1,-10,6
6,3,0,5
5,1,-10,6
6,1,-10,7
7,0,0,2
2,1,0,3
3,4,0,3
3,1,0,4
4,0,-1,4
4,4,0,4
4,2,0,9
9,3,0,8
8,2,0,13
13,4,0,13
13,2,-10,18
18,1,0,19
19,2,0,24
24,3,0,23
23,0,-10,18
18,4,-10,18
18,1,0,19
19,4,0,19
19,0,0,14
14,1,-1,14
14,1,-1,14
14,3,0,13
13,3,-10,12
12,0,-10,7
7,2,-10,12
12,4,-10,12
12,3,0,11
11,2,-10,16
16,1,1,17
13,1,0,14
14,4,0,14
14,4,0,14
14,3,0,13
13,3,-10,12
12,4,-10,12
12,4,-10,12
12,4,-10,12
12,4,-10,12
12,1,0,13
13,3,-10,12
12,4,-10,12
12,4,-10,12
12,0,-10,7
7,0,0,2
2,0,-1,2
2,2,-10,7
7,4,-10,7
7,2,-10,12
12,4,-10,12
12,3,0,11
11,3,0,10
10,3,-1,10
10,4,0,10
10,3,-1,10
10,3,-1,10
10,1,0,11
11,2,-10,16
16,0,0,11
11,1,-10,12
12,3,0,11
11,1,-10,12
12,1,0,13
13,1,0,14
14,3,0,13
13,1,0,14
14,3,0,13
13,1,0,14
14,2,0,19
19,1,-1,19
19,0,0,14
14,3,0,13
13,4,0,13
13,2,-10,18
18,1,0,19
19,1,-1,19
19,4,0,19
19,3,-10,18
18,1,0,19
19,0,0,14
14,2,0,19
19,2,0,24
24,1,-1,24
24,2,-1,24
24,2,-1,24
24,2,-1,24
24,4,0,24
24,2,-1,24
24,2,-1,24
24,1,-1,24
24,2,-1,24
24,4,0,24
24,3,0,23
23,1,0,24
24,3,0,23
23,3,0,22
22,3,-10,21
21,1,0,22
22,4,0,22
22,3,-10,21
21,4,-10,21
21,4,-10,21
21,0,-10,16
16,1,1,17
15,2,0,20
20,3,-1,20
20,2,-1,20
20,4,0,20
20,4,0,20
20,4,0,20
20,2,-1,20
20,4,0,20
20,0,0,15
15,1,-10,16
16,3,0,15
15,1,-10,16
16,2,-10,21
21,2,-1,21
21,1,0,22
22,0,1,17
1,1,0,2
2,1,0,3
3,2,0,8
8,1,0,9
9,3,0,8
8,0,0,3
3,1,0,4
4,2,0,9
9,1,-1,9
9,3,0,8
8,3,-10,7
7,0,0,2
2,4,0,2
2,4,0,2
2,3,0,1
1,3,0,0
0,3,-1,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,3,-1,0
0,1,0,1
1,1,0,2
2,2,-10,7
7,1,0,8
8,0,0,3
3,1,0,4
4,2,0,9
9,2,0,14
14,2,0,19
19,3,-10,18
18,4,-10,18
18,2,0,23
23,1,0,24
24,3,0,23
23,0,-10,18
18,0,0,13
13,3,-10,12
12,3,0,11
11,0,-10,6
6,1,-10,7
7,1,0,8
8,4,0,8
8,4,0,8
8,0,0,3
3,0,-1,3
3,4,0,3
3,4,0,3
3,1,0,4
4,1,-1,4
4,3,0,3
3,0,-1,3
3,0,-1,3
3,3,0,2
2,4,0,2
2,4,0,2
2,4,0,2
2,1,0,3
3,2,0,8
8,0,0,3
3,0,-1,3
3,1,0,4
4,2,0,9
9,0,0,4
4,1,-1,4
4,1,-1,4
4,4,0,4
4,1,-1,4
4,4,0,4
4,0,-1,4
4,3,0,3
3,4,0,3
3,3,0,2
2,3,0,1
1,3,0,0
0,2,0,5
5,1,-10,6
6,4,-10,6
6,1,-10,7
7,4,-10,7
7,0,0,2
2,3,0,1
1,1,0,2
2,2,-10,7
7,1,0,8
8,3,-10,7
7,3,-10,6
6,1,-10,7
7,0,0,2
2,3,0,1
1,2,-10,6
6,0,0,1
1,1,0,2
2,4,0,2
2,0,-1,2
2,4,0,2
2,3,0,1
1,2,-10,6
6,0,0,1
1,2,-10,6
6,1,-10,7
7,1,0,8
8,4,0,8
8,3,-10,7
7,1,0,8
8,3,-10,7
7,2,-10,12
12,0,-10,7
7,0,0,2
2,2,-10,7
7,3,-10,6
6,3,0,5
5,1,-10,6
6,4,-10,6
6,2,0,11
11,2,-10,16
16,1,1,17
1,1,0,2
2,4,0,2
2,4,0,2
2,2,-10,7
7,2,-10,12
12,2,1,17
13,1,0,14
14,4,0,14
14,3,0,13
13,2,-10,18
18,3,1,17
14,1,-1,14
14,4,0,14
14,1,-1,14
14,3,0,13
13,1,0,14
14,3,0,13
13,2,-10,18
18,0,0,13
13,3,-10,12
12,4,-10,12
12,1,0,13
13,2,-10,18
18,1,0,19
19,1,-1,19
19,4,0,19
19,2,0,24
24,1,-1,24
24,1,-1,24
24,4,0,24
24,0,0,19
19,0,0,14
14,0,0,9
9,2,0,14
14,1,-1,14
14,0,0,9
9,2,0,14
14,2,0,19
19,2,0,24
24,2,-1,24
24,0,0,19
19,4,0,19
19,3,-10,18
18,1,0,19
19,3,-10,18
18,3,1,17
3,3,0,2
2,0,-1,2
2,1,0,3
3,3,0,2
2,3,0,1
1,3,0,0
0,2,0,5
5,4,0,5
5,1,-10,6
6,2,0,11
11,3,0,10
10,1,0,11
11,0,-10,6
6,4,-10,6
6,3,0,5
5,1,-10,6
6,3,0,5
5,0,0,0
0,0,-1,0
0,4,0,0
0,2,0,5
5,4,0,5
5,1,-10,6
6,1,-10,7
7,4,-10,7
7,3,-10,6
6,3,0,5
5,0,0,0
0,1,0,1
1,1,0,2
2,3,0,1
1,3,0,0
0,1,0,1
1,2,-10,6
6,3,0,5
5,4,0,5
5,0,0,0
0,4,0,0
0,2,0,5
5,1,-10,6
6,1,-10,7
7,2,-10,12
12,3,0,11
11,1,-10,12
12,0,-10,7
7,2,-10,12
12,0,-10,7
7,4,-10,7
7,1,0,8
8,0,0,3
3,3,0,2
2,2,-10,7
7,2,-10,12
12,3,0,11
11,1,-10,12
12,1,0,13
13,0,0,8
8,2,0,13
13,0,0,8
8,4,0,8
8,0,0,3
3,3,0,2
2,4,0,2
2,4,0,2
2,4,0,2
2,0,-1,2
2,3,0,1
1,1,0,2
2,1,0,3
3,0,-1,3
